KARTE_QUAD,KARTE,QUADRANT,XLU,YLU,XRU,YRU,XRO,YRO,XLO,YLO,XQMITTE,YQMITTE,FLAECHE,FLAECHE_BY,PROZENT
54262,5426,2,4364179,5603210,4370084,5603057,4370220,5608617,4364323,5608771,4367199,5605912,32839610.196,3212206.7158,9.7815
54263,5426,3,4358123,5597801,4364035,5597649,4364179,5603210,4358274,5603363,4361150,5600504,32875030.482,9341473.69,28.4147
54264,5426,4,4364035,5597649,4369946,5597495,4370084,5603057,4364179,5603210,4367062,5600351,32874372.068,31907721.0368,97.0591
54271,5427,1,4370084,5603057,4375989,5602918,4376120,5608479,4370220,5608617,4373104,5605766,32837759.348,1041823.4188,3.1726
54273,5427,3,4369946,5597495,4375858,5597357,4375989,5602918,4370084,5603057,4372967,5600205,32872535.122,24840712.3152,75.5687
54274,5427,4,4375858,5597357,4381768,5597217,4381894,5602779,4375989,5602918,4378878,5600066,32871959.334,2313710.3715,7.0385
54334,5433,4,4446795,5596163,4452706,5596102,4452757,5601665,4446851,5601724,4449778,5598912,32861988.87,819580.0436,2.494
54343,5434,3,4452706,5596102,4458619,5596057,4458662,5601618,4452757,5601665,4455683,5598859,32861327.632,12216283.0361,37.1747
54344,5434,4,4458619,5596057,4464529,5596009,4464567,5601571,4458662,5601618,4461595,5598812,32861126.142,2414705.7151,7.3482
55244,5524,4,4340055,5587192,4345977,5587012,4346140,5592573,4340223,5592753,4343099,5589881,32948927.095,12205442.8902,37.0439
55252,5525,2,4352057,5592407,4357975,5592241,4358123,5597801,4352213,5597968,4355089,5595103,32911298.373,444415.9755,1.3503
55253,5525,3,4345977,5587012,4351901,5586847,4352057,5592407,4346140,5592573,4349016,5589708,32946729.399,3072635.2445,9.3261
55254,5525,4,4351901,5586847,4357824,5586679,4357975,5592241,4352057,5592407,4354940,5589542,32946018.747,19953522.667,60.5657
55261,5526,1,4357975,5592241,4363892,5592088,4364035,5597649,4358123,5597801,4361007,5594944,32909250.879,24614826.5865,74.7943
55262,5526,2,4363892,5592088,4369809,5591935,4369946,5597495,4364035,5597649,4366918,5594791,32908608.007,32908608.0066,100
55263,5526,3,4357824,5586679,4363749,5586527,4363892,5592088,4357975,5592241,4360857,5589383,32943984.781,32943984.7809,100
55264,5526,4,4363749,5586527,4369671,5586374,4369809,5591935,4363892,5592088,4366781,5589230,32943341.908,32943341.9081,100
55271,5527,1,4369809,5591935,4375727,5591796,4375858,5597357,4369946,5597495,4372836,5594645,32906760.171,32906760.1709,100
55272,5527,2,4375727,5591796,4381644,5591657,4381768,5597217,4375858,5597357,4378747,5594506,32906156.569,31201078.8276,94.8227
55273,5527,3,4369671,5586374,4375595,5586235,4375727,5591796,4369809,5591935,4372698,5589084,32941465.24,32941465.2395,100
55274,5527,4,4375595,5586235,4381518,5586095,4381644,5591657,4375727,5591796,4378622,5588945,32940861.638,32940861.6376,100
55281,5528,1,4381644,5591657,4387562,5591531,4387681,5597092,4381768,5597217,4384664,5594373,32904451.528,3639677.5205,11.0613
55283,5528,3,4381518,5586095,4387443,5585970,4387562,5591531,4381644,5591657,4384540,5588812,32939142.383,20454036.5387,62.0964
55284,5528,4,4387443,5585970,4393366,5585843,4393479,5591405,4387562,5591531,4390463,5588686,32938607.19,428220.9189,1.3001
55331,5533,1,4440821,5590661,4446739,5590601,4446795,5596163,4440883,5596221,4443810,5593410,32896393.704,239043.5856,0.7267
55332,5533,2,4446739,5590601,4452657,5590542,4452706,5596102,4446795,5596163,4449722,5593351,32896124.685,23570552.6689,71.6538
55333,5533,3,4440758,5585099,4446683,5585041,4446739,5590601,4440821,5590661,4443748,5587849,32931082.437,3738.8914,0.0114
55334,5533,4,4446683,5585041,4452606,5584980,4452657,5590542,4446739,5590601,4449672,5587790,32930813.419,26817536.1166,81.4332
55341,5534,1,4452657,5590542,4458575,5590495,4458619,5596057,4452706,5596102,4455639,5593298,32895449.941,32895449.9413,100
55342,5534,2,4458575,5590495,4464493,5590449,4464529,5596009,4458619,5596057,4461551,5593251,32895248.916,2787716.7705,8.4745
55343,5534,3,4452606,5584980,4458531,5584935,4458575,5590495,4452657,5590542,4455589,5587737,32930138.55,32930138.55,100
55344,5534,4,4458531,5584935,4464454,5584887,4464493,5590449,4458575,5590495,4461513,5587690,32929937.524,19453263.4692,59.0737
55353,5535,3,4464454,5584887,4470379,5584855,4470411,5590416,4464493,5590449,4467431,5587650,32929427.173,83589.9868,0.2538
55354,5535,4,4470379,5584855,4476303,5584820,4476329,5590383,4470411,5590416,4473356,5587617,32929309.034,356477.2693,1.0826
55363,5536,3,4476303,5584820,4482228,5584801,4482247,5590363,4476329,5590383,4479274,5587590,32928975.602,1801848.6253,5.4719
55364,5536,4,4482228,5584801,4488151,5584780,4488165,5590343,4482247,5590363,4485198,5587570,32928881.003,7675894.7589,23.3106
55373,5537,3,4488151,5584780,4494077,5584775,4494083,5590336,4488165,5590343,4491116,5587557,32928710.423,6344846.7074,19.2686
55374,5537,4,4494077,5584775,4500000,5584767,4500001,5590329,4494083,5590336,4497040,5587551,32928683.816,5914729.4232,17.9624
56241,5624,1,4333957,5581811,4339886,5581632,4340055,5587192,4334130,5587370,4337007,5584500,32983864.631,1724104.0994,5.2271
56242,5624,2,4339886,5581632,4345816,5581453,4345977,5587012,4340055,5587192,4342931,5584320,32983087.164,32147932.5445,97.4659
56243,5624,3,4333781,5576250,4339718,5576071,4339886,5581632,4333957,5581811,4336833,5578939,33018543.164,1824994.5249,5.5272
56244,5624,4,4339718,5576071,4345653,5575891,4345816,5581453,4339886,5581632,4342769,5578760,33017765.696,33017765.6962,100
56251,5625,1,4345816,5581453,4351746,5581286,4351901,5586847,4345977,5587012,4348860,5584147,32980879.186,32940818.0094,99.8801
56252,5625,2,4351746,5581286,4357675,5581119,4357824,5586679,4351901,5586847,4354784,5583981,32980170.196,32980170.1956,100
56253,5625,3,4345653,5575891,4351590,5575725,4351746,5581286,4345816,5581453,4348698,5578587,33015543.413,33015543.4127,100
56254,5625,4,4351590,5575725,4357525,5575558,4357675,5581119,4351746,5581286,4354634,5578421,33014834.422,33014834.4219,100
56261,5626,1,4357675,5581119,4363605,5580967,4363749,5586527,4357824,5586679,4360714,5583822,32978139.913,32978139.9132,100
56262,5626,2,4363605,5580967,4369535,5580815,4369671,5586374,4363749,5586527,4366637,5583670,32977484.141,32977484.1406,100
56263,5626,3,4357525,5575558,4363462,5575407,4363605,5580967,4357675,5581119,4360564,5578262,33012803.392,33012803.3919,100
56264,5626,4,4363462,5575407,4369397,5575253,4369535,5580815,4363605,5580967,4366500,5578109,33012147.619,33012147.6194,100
56271,5627,1,4369535,5580815,4375465,5580675,4375595,5586235,4369671,5586374,4372567,5583524,32975596.945,32975596.9446,100
56272,5627,2,4375465,5580675,4381395,5580535,4381518,5586095,4375595,5586235,4378491,5583384,32975009.198,32975009.1977,100
56273,5627,3,4369397,5575253,4375334,5575115,4375465,5580675,4369535,5580815,4372430,5577963,33010260.081,33010260.0807,100
56274,5627,4,4375334,5575115,4381269,5574974,4381395,5580535,4375465,5580675,4378366,5577824,33009672.334,33009672.3338,100
56281,5628,1,4381395,5580535,4387325,5580409,4387443,5585970,4381518,5586095,4384421,5583251,32973285.591,32283537.9622,97.9048
56282,5628,2,4387325,5580409,4393255,5580283,4393366,5585843,4387443,5585970,4390345,5583125,32972736.219,23226718.7785,70.4424
56283,5628,3,4381269,5574974,4387207,5574849,4387325,5580409,4381395,5580535,4384296,5577691,33007947.793,33007947.7928,100
56284,5628,4,4387207,5574849,4393142,5574721,4393255,5580283,4387325,5580409,4390233,5577564,33007398.421,33007398.4206,100
56291,5629,1,4393255,5580283,4399185,5580170,4399291,5585731,4393366,5585843,4396275,5583006,32971224.918,4281922.0075,12.9868
56293,5629,3,4393142,5574721,4399079,5574609,4399185,5580170,4393255,5580283,4396163,5577445,33005872.937,30280306.7619,91.7431
56294,5629,4,4399079,5574609,4405014,5574495,4405115,5580057,4399185,5580170,4402099,5577332,33005391.84,3847293.6138,11.6565
56301,5630,1,4405115,5580057,4411045,5579957,4411139,5585519,4405214,5585617,4408129,5582786,32969354.876,3563269.841,10.8078
56302,5630,2,4411045,5579957,4416975,5579858,4417062,5585418,4411139,5585519,4414053,5582687,32968926.896,18928216.533,57.4119
56303,5630,3,4405014,5574495,4410951,5574397,4411045,5579957,4405115,5580057,4408029,5577225,33004002.397,7189077.011,21.7822
56304,5630,4,4410951,5574397,4416887,5574296,4416975,5579858,4411045,5579957,4413965,5577126,33003574.417,32299308.929,97.8665
56311,5631,1,4416975,5579858,4422906,5579771,4422987,5585333,4417062,5585418,4419983,5582594,32967756.152,26493369.6407,80.36
56312,5631,2,4422906,5579771,4428836,5579685,4428910,5585245,4422987,5585333,4425907,5582507,32967381.32,16059876.4482,48.714
56313,5631,3,4416887,5574296,4422825,5574211,4422906,5579771,4416975,5579858,4419895,5577033,33002403.238,33002403.2376,100
56314,5631,4,4422825,5574211,4428760,5574123,4428836,5579685,4422906,5579771,4425832,5576946,33002028.405,32904013.4816,99.7009
56321,5632,1,4428836,5579685,4434766,5579612,4434835,5585173,4428910,5585245,4431837,5582428,32966339.373,4382971.8155,13.2952
56322,5632,2,4434766,5579612,4440697,5579539,4440758,5585099,4434835,5585173,4437761,5582355,32966017.839,5248696.7613,15.9215
56323,5632,3,4428760,5574123,4434697,5574051,4434766,5579612,4428836,5579685,4431762,5576867,33000972.182,32607191.5904,98.8045
56324,5632,4,4434697,5574051,4440633,5573977,4440697,5579539,4434766,5579612,4437699,5576794,33000650.648,24543792.7731,74.3716
56332,5633,2,4446627,5579479,4452557,5579419,4452606,5584980,4446683,5585041,4449615,5582229,32964928.456,22925773.8054,69.5459
56334,5633,4,4446571,5573918,4452506,5573857,4452557,5579419,4446627,5579479,4449565,5576667,32999575.167,26461149.6221,80.186
56341,5634,1,4452557,5579419,4458487,5579373,4458531,5584935,4452606,5584980,4455546,5582176,32964255.752,32964255.752,100
56342,5634,2,4458487,5579373,4464418,5579327,4464454,5584887,4458531,5584935,4461470,5582129,32964055.307,32822341.4843,99.5718
56343,5634,3,4452506,5573857,4458444,5573811,4458487,5579373,4452557,5579419,4455496,5576614,32998874.285,32998874.2845,100
56344,5634,4,4458444,5573811,4464380,5573764,4464418,5579327,4458487,5579373,4461433,5576568,32998673.84,32998673.8399,100
56351,5635,1,4464418,5579327,4470349,5579293,4470379,5584855,4464454,5584887,4467400,5582089,32963538.039,26079176.7608,79.1139
56352,5635,2,4470349,5579293,4476279,5579260,4476303,5584820,4470379,5584855,4473325,5582056,32963390.444,29202647.2683,88.5897
56353,5635,3,4464380,5573764,4470317,5573732,4470349,5579293,4464418,5579327,4467363,5576528,32998184.19,32998184.1898,100
56354,5635,4,4470317,5573732,4476253,5573698,4476279,5579260,4470349,5579293,4473300,5576495,32998036.596,32998036.5956,100
56361,5636,1,4476279,5579260,4482209,5579240,4482228,5584801,4476303,5584820,4479255,5582029,32963050.163,31803025.681,96.4785
56362,5636,2,4482209,5579240,4488139,5579220,4488151,5584780,4482228,5584801,4485179,5582009,32962970.574,32295563.5952,97.972
56363,5636,3,4476253,5573698,4482191,5573679,4482209,5579240,4476279,5579260,4479230,5576468,32997682.35,32997682.3496,100
56364,5636,4,4482191,5573679,4488126,5573658,4488139,5579220,4482209,5579240,4485167,5576448,32997602.76,32997602.7604,100
56371,5637,1,4488139,5579220,4494070,5579213,4494077,5584775,4488151,5584780,4491110,5581996,32962800.329,32704813.9354,99.2162
56372,5637,2,4494070,5579213,4500001,5579207,4500000,5584767,4494077,5584775,4497034,5581989,32962758.978,25140594.8547,76.2718
56373,5637,3,4488126,5573658,4494064,5573653,4494070,5579213,4488139,5579220,4491097,5576435,32997432.422,32997432.4218,100
56374,5637,4,4494064,5573653,4500000,5573645,4500001,5579207,4494070,5579213,4497034,5576428,32997391.071,32968973.0758,99.9101
56383,5638,3,4500000,5573645,4505937,5573653,4505931,5579213,4500001,5579207,4502965,5576428,32997391.071,23913324.8763,72.469
56384,5638,4,4505937,5573653,4511873,5573658,4511861,5579220,4505931,5579213,4508901,5576435,32997432.422,6756646.1816,20.4763
57224,5722,4,4315590,5565722,4321537,5565515,4321725,5571076,4315783,5571282,4318658,5568398,33093135.054,208008.8859,0.6286
57232,5723,2,4327666,5570883,4333608,5570691,4333781,5576250,4327847,5576443,4330723,5573565,33055101.019,3553419.7315,10.75
57233,5723,3,4321537,5565515,4327486,5565323,4327666,5570883,4321725,5571076,4324601,5568198,33090553.163,20468811.31,61.8582
57234,5723,4,4327486,5565323,4333433,5565129,4333608,5570691,4327666,5570883,4330549,5568005,33089724.307,20408572.515,61.6751
57241,5724,1,4333608,5570691,4339550,5570511,4339718,5576071,4333781,5576250,4336665,5573379,33052681.537,24890451.7235,75.3069
57242,5724,2,4339550,5570511,4345493,5570331,4345653,5575891,4339718,5576071,4342601,5573200,33051905.415,33051905.4153,100
57243,5724,3,4333433,5565129,4339383,5564951,4339550,5570511,4333608,5570691,4336491,5567819,33087317.855,33044067.0499,99.8702
57244,5724,4,4339383,5564951,4345330,5564770,4345493,5570331,4339550,5570511,4342439,5567639,33086541.733,33086541.7327,100
57251,5725,1,4345493,5570331,4351435,5570165,4351590,5575725,4345653,5575891,4348543,5573027,33049673.237,33049673.2369,100
57252,5725,2,4351435,5570165,4357377,5569999,4357525,5575558,4351590,5575725,4354479,5572861,33048965.492,33048965.4921,100
57253,5725,3,4345330,5564770,4351279,5564605,4351435,5570165,4345493,5570331,4348381,5567467,33084295.249,33084295.2491,100
57254,5725,4,4351279,5564605,4357226,5564438,4357377,5569999,4351435,5570165,4354329,5567300,33083587.504,33083587.5043,100
57261,5726,1,4357377,5569999,4363319,5569846,4363462,5575407,4357525,5575558,4360421,5572701,33046923.462,33046923.4619,100
57262,5726,2,4363319,5569846,4369261,5569693,4369397,5575253,4363462,5575407,4366357,5572549,33046254.378,33046254.3776,100
57263,5726,3,4357226,5564438,4363175,5564286,4363319,5569846,4357377,5569999,4360271,5567141,33081530.453,33081530.4533,100
57264,5726,4,4363175,5564286,4369123,5564132,4369261,5569693,4363319,5569846,4366220,5566988,33080861.369,33080861.369,100
57271,5727,1,4369261,5569693,4375203,5569554,4375334,5575115,4369397,5575253,4372299,5572402,33044355.769,33044355.7688,100
57272,5727,2,4375203,5569554,4381146,5569414,4381269,5574974,4375334,5575115,4378235,5572263,33043754.577,33043754.577,100
57273,5727,3,4369123,5564132,4375073,5563993,4375203,5569554,4369261,5569693,4372162,5566842,33078962.418,33078962.418,100
57274,5727,4,4375073,5563993,4381021,5563852,4381146,5569414,4375203,5569554,4378111,5566702,33078361.226,33078361.2263,100
57281,5728,1,4381146,5569414,4387089,5569288,4387207,5574849,4381269,5574974,4384178,5572130,33042033.128,33042033.1282,100
57282,5728,2,4387089,5569288,4393031,5569161,4393142,5574721,4387207,5574849,4390114,5572003,33041499.859,33041499.8591,100
57283,5728,3,4381021,5563852,4386971,5563727,4387089,5569288,4381146,5569414,4384054,5566569,33076639.466,33076639.4665,100
57284,5728,4,4386971,5563727,4392918,5563600,4393031,5569161,4387089,5569288,4390002,5566443,33076106.197,33076106.1974,100
57291,5729,1,4393031,5569161,4398973,5569049,4399079,5574609,4393142,5574721,4396057,5571884,33039970.038,33039970.0385,100
57292,5729,2,4398973,5569049,4404915,5568935,4405014,5574495,4399079,5574609,4401993,5571771,33039474.948,7428170.0168,22.4825
57293,5729,3,4392918,5563600,4398867,5563488,4398973,5569049,4393031,5569161,4395945,5566323,33074575.537,33074575.5371,100
57294,5729,4,4398867,5563488,4404815,5563374,4404915,5568935,4398973,5569049,4401893,5566210,33074080.446,22002622.7581,66.5247
57301,5730,1,4404915,5568935,4410858,5568836,4410951,5574397,4405014,5574495,4407935,5571664,33038066.058,201238.6498,0.6091
57302,5730,2,4410858,5568836,4416801,5568736,4416887,5574296,4410951,5574397,4413872,5571565,33037624.233,6595369.5052,19.9633
57303,5730,3,4404815,5563374,4410765,5563275,4410858,5568836,4404915,5568935,4407836,5566104,33072657.157,15720313.9934,47.533
57304,5730,4,4410765,5563275,4416713,5563174,4416801,5568736,4410858,5568836,4413785,5566004,33072215.332,29313760.457,88.6368
57311,5731,1,4416801,5568736,4422744,5568649,4422825,5574211,4416887,5574296,4419814,5571472,33036455.421,29508219.1047,89.3176
57312,5731,2,4422744,5568649,4428687,5568563,4428760,5574123,4422825,5574211,4425751,5571385,33036096.294,33036096.294,100
57313,5731,3,4416713,5563174,4422663,5563089,4422744,5568649,4416801,5568736,4419727,5565911,33071046.52,32189250.7878,97.3331
57314,5731,4,4422663,5563089,4428611,5563001,4428687,5568563,4422744,5568649,4425676,5565824,33070687.393,33070687.3931,100
57321,5732,1,4428687,5568563,4434629,5568490,4434697,5574051,4428760,5574123,4431694,5571306,33035049.684,33035049.6843,100
57322,5732,2,4434629,5568490,4440572,5568417,4440633,5573977,4434697,5574051,4437630,5571233,33034743.54,30498028.0462,92.3191
57323,5732,3,4428611,5563001,4434561,5562929,4434629,5568490,4428687,5568563,4431619,5565745,33069640.41,33069640.4102,100
57324,5732,4,4434561,5562929,4440509,5562855,4440572,5568417,4434629,5568490,4437568,5565672,33069334.266,33069334.2656,100
57331,5733,1,4440572,5568417,4446515,5568357,4446571,5573918,4440633,5573977,4443573,5571166,33033901.194,20148360.1884,60.9942
57332,5733,2,4446515,5568357,4452457,5568297,4452506,5573857,4446571,5573918,4449509,5571106,33033633.309,30829289.6578,93.3271
57333,5733,3,4440509,5562855,4446459,5562796,4446515,5568357,4440572,5568417,4443511,5565605,33068477.551,33068477.5512,100
57334,5733,4,4446459,5562796,4452407,5562735,4452457,5568297,4446515,5568357,4449460,5565545,33068209.666,33068209.6658,100
57341,5734,1,4452457,5568297,4458401,5568251,4458444,5573811,4452506,5573857,4455452,5571053,33032918.628,33032918.6279,100
57342,5734,2,4458401,5568251,4464343,5568204,4464380,5573764,4458444,5573811,4461389,5571006,33032718.3,33032718.2996,100
57343,5734,3,4452407,5562735,4458357,5562689,4458401,5568251,4452457,5568297,4455403,5565492,33067522.666,33067522.6657,100
57344,5734,4,4458357,5562689,4464305,5562642,4464343,5568204,4458401,5568251,4461352,5565445,33067322.337,33067322.3373,100
57351,5735,1,4464343,5568204,4470286,5568171,4470317,5573732,4464380,5573764,4467332,5570967,33032229.523,33032229.5226,100
57352,5735,2,4470286,5568171,4476229,5568138,4476253,5573698,4470317,5573732,4473269,5570934,33032082.344,33032082.3436,100
57353,5735,3,4464305,5562642,4470255,5562610,4470286,5568171,4464343,5568204,4467295,5565406,33066805.569,33066805.5686,100
57354,5735,4,4470255,5562610,4476203,5562576,4476229,5568138,4470286,5568171,4473244,5565373,33066658.39,33066658.3896,100
57361,5736,1,4476229,5568138,4482172,5568118,4482191,5573679,4476253,5573698,4479211,5570907,33031721.329,33031721.3295,100
57362,5736,2,4482172,5568118,4488115,5568098,4488126,5573658,4482191,5573679,4485148,5570887,33031627.048,33031627.0481,100
57363,5736,3,4476203,5562576,4482153,5562557,4482172,5568118,4476229,5568138,4479186,5565346,33066311.154,33066311.1537,100
57364,5736,4,4482153,5562557,4488101,5562536,4488115,5568098,4482172,5568118,4485135,5565326,33066216.872,33066216.8724,100
57371,5737,1,4488115,5568098,4494058,5568091,4494064,5573653,4488126,5573658,4491091,5570874,33031457.505,33031457.5051,100
57372,5737,2,4494058,5568091,4500001,5568085,4500000,5573645,4494064,5573653,4497028,5570867,33031445.904,33031445.9042,100
57373,5737,3,4488101,5562536,4494051,5562531,4494058,5568091,4488115,5568098,4491078,5565313,33066033.427,33066033.4267,100
57374,5737,4,4494051,5562531,4500000,5562523,4500001,5568085,4494058,5568091,4497028,5565306,33066021.826,33066021.8258,100
57381,5738,1,4500001,5568085,4505944,5568091,4505937,5573653,4500000,5573645,4502971,5570867,33031445.904,33031445.9042,100
57382,5738,2,4505944,5568091,4511887,5568098,4511873,5573658,4505937,5573653,4508907,5570874,33031457.505,14632456.187,44.2988
57383,5738,3,4500000,5562523,4505950,5562531,4505944,5568091,4500001,5568085,4502971,5565306,33066021.826,33066021.8258,100
57384,5738,4,4505950,5562531,4511898,5562536,4511887,5568098,4505944,5568091,4508920,5565313,33066033.427,24819890.2573,75.0638
57393,5739,3,4511898,5562536,4517848,5562557,4517829,5568118,4511887,5568098,4514863,5565326,33066216.872,1753814.6147,5.3039
58203,5820,3,4285402,5555713,4291363,5555481,4291581,5561041,4285627,5561273,4288491,5558376,33170412.464,9227626.4945,27.8187
58204,5820,4,4291363,5555481,4297322,5555247,4297535,5560807,4291581,5561041,4294451,5558143,33169409.851,12701067.7435,38.2922
58211,5821,1,4297535,5560807,4303489,5560588,4303694,5566147,4297745,5566366,4300616,5563476,33131863.172,4145.7555,0.0125
58213,5821,3,4297322,5555247,4303283,5555028,4303489,5560588,4297535,5560807,4300405,5557916,33166459.635,25393101.6389,76.5638
58214,5821,4,4303283,5555028,4309243,5554807,4309443,5560368,4303489,5560588,4306365,5557696,33165510.727,26667705.3386,80.4052
58222,5822,2,4315397,5560162,4321351,5559956,4321537,5565515,4315590,5565722,4318466,5562838,33127248.503,10783.3574,0.0326
58223,5822,3,4309243,5554807,4315205,5554602,4315397,5560162,4309443,5560368,4312319,5557484,33162725.376,13701913.2111,41.3172
58231,5823,1,4321351,5559956,4327306,5559763,4327486,5565323,4321537,5565515,4324420,5562638,33124641.596,27712192.7386,83.661
58232,5823,2,4327306,5559763,4333260,5559570,4333433,5565129,4327486,5565323,4330368,5562445,33123784.445,33123784.4451,100
58233,5823,3,4321164,5554395,4327125,5554203,4327306,5559763,4321351,5559956,4324234,5557078,33159221.768,27433631.3662,82.7335
58234,5823,4,4327125,5554203,4333085,5554009,4333260,5559570,4327306,5559763,4330194,5556885,33158364.617,33158364.6168,100
58241,5824,1,4333260,5559570,4339215,5559391,4339383,5564951,4333433,5565129,4336323,5562259,33121382.363,33121382.3632,100
58242,5824,2,4339215,5559391,4345169,5559211,4345330,5564770,4339383,5564951,4342271,5562079,33120622.908,33120622.9076,100
58243,5824,3,4333085,5554009,4339047,5553831,4339215,5559391,4333260,5559570,4336149,5556699,33155962.97,33155962.9698,100
58244,5824,4,4339047,5553831,4345007,5553650,4345169,5559211,4339215,5559391,4342110,5556519,33155203.514,33155203.5141,100
58251,5825,1,4345169,5559211,4351124,5559045,4351279,5564605,4345330,5564770,4348226,5561906,33118358.99,33118358.9897,100
58252,5825,2,4351124,5559045,4357078,5558879,4357226,5564438,4351279,5564605,4354174,5561740,33117623.165,33117623.1655,100
58253,5825,3,4345007,5553650,4350969,5553485,4351124,5559045,4345169,5559211,4348064,5556346,33152924.081,33152924.0806,100
58254,5825,4,4350969,5553485,4356928,5553317,4357078,5558879,4351124,5559045,4354025,5556180,33152188.256,33152188.2564,100
58261,5826,1,4357078,5558879,4363033,5558725,4363175,5564286,4357226,5564438,4360128,5561580,33115555.493,33115555.4929,100
58262,5826,2,4363033,5558725,4368987,5558573,4369123,5564132,4363175,5564286,4366077,5561428,33114902.427,33114902.4269,100
58263,5826,3,4356928,5553317,4362890,5553165,4363033,5558725,4357078,5558879,4359979,5556020,33150120.584,33150120.5838,100
58264,5826,4,4362890,5553165,4368850,5553011,4368987,5558573,4363033,5558725,4365940,5555867,33149467.518,33149467.5178,100
58271,5827,1,4368987,5558573,4374943,5558433,4375073,5563993,4369123,5564132,4372032,5561281,33112999.831,33112999.8314,100
58272,5827,2,4374943,5558433,4380897,5558293,4381021,5563852,4375073,5563993,4377981,5561141,33112385.164,33112385.1645,100
58273,5827,3,4368850,5553011,4374812,5552872,4374943,5558433,4368987,5558573,4371895,5555721,33147549.996,33147549.9964,100
58274,5827,4,4374812,5552872,4380772,5552731,4380897,5558293,4374943,5558433,4377856,5555581,33146935.329,33146935.3294,100
58281,5828,1,4380897,5558293,4386852,5558166,4386971,5563727,4381021,5563852,4383936,5561008,33110658.798,33110658.7982,100
58282,5828,2,4386852,5558166,4392807,5558040,4392918,5563600,4386971,5563727,4389884,5560882,33110111.605,33110111.6049,100
58283,5828,3,4380772,5552731,4386734,5552605,4386852,5558166,4380897,5558293,4383811,5555448,33145222.554,33145222.554,100
58284,5828,4,4386734,5552605,4392694,5552478,4392807,5558040,4386852,5558166,4389772,5555321,33144675.361,33144675.3606,100
58291,5829,1,4392807,5558040,4398762,5557927,4398867,5563488,4392918,5563600,4395839,5560763,33108569.917,33108569.9175,100
58292,5829,2,4398762,5557927,4404717,5557814,4404815,5563374,4398867,5563488,4401788,5560650,33108091.111,33108091.1113,100
58293,5829,3,4392694,5552478,4398657,5552366,4398762,5557927,4392807,5558040,4395727,5555202,33143105.591,33143105.5907,100
58294,5829,4,4398657,5552366,4404617,5552252,4404717,5557814,4398762,5557927,4401689,5555089,33142626.784,33142626.7845,100
58301,5830,1,4404717,5557814,4410672,5557714,4410765,5563275,4404815,5563374,4407743,5560543,33106677.639,33106677.6393,100
58302,5830,2,4410672,5557714,4416627,5557615,4416713,5563174,4410765,5563275,4413692,5560443,33106236.563,33106236.5629,100
58303,5830,3,4404617,5552252,4410579,5552153,4410672,5557714,4404717,5557814,4407644,5554982,33141226.469,33141226.469,100
58304,5830,4,4410579,5552153,4416539,5552053,4416627,5557615,4410672,5557714,4413605,5554883,33140785.393,33140785.3926,100
58311,5831,1,4416627,5557615,4422582,5557528,4422663,5563089,4416713,5563174,4419647,5560350,33105055.783,33105055.7834,100
58312,5831,2,4422582,5557528,4428537,5557441,4428611,5563001,4422663,5563089,4425596,5560264,33104682.648,33104682.6481,100
58313,5831,3,4416539,5552053,4422501,5551967,4422582,5557528,4416627,5557615,4419560,5554790,33139590.494,33139590.4938,100
58314,5831,4,4422501,5551967,4428462,5551880,4428537,5557441,4422582,5557528,4425521,5554703,33139217.359,33139217.3586,100
58321,5832,1,4428537,5557441,4434493,5557368,4434561,5562929,4428611,5563001,4431551,5560184,33103629.536,33103629.5357,100
58322,5832,2,4434493,5557368,4440448,5557295,4440509,5562855,4434561,5562929,4437500,5560111,33103309.067,33103309.0672,100
58323,5832,3,4428462,5551880,4434425,5551807,4434493,5557368,4428537,5557441,4431476,5554623,33138177.776,33138177.7756,100
58324,5832,4,4434425,5551807,4440385,5551733,4440448,5557295,4434493,5557368,4437438,5554550,33137857.307,33137857.307,100
58331,5833,1,4440448,5557295,4446403,5557235,4446459,5562796,4440509,5562855,4443455,5560044,33102439.897,33102439.8973,100
58332,5833,2,4446403,5557235,4452359,5557175,4452407,5562735,4446459,5562796,4449404,5559984,33102187.333,33102187.3331,100
58333,5833,3,4440385,5551733,4446347,5551675,4446403,5557235,4440448,5557295,4443393,5554483,33136974.08,33136974.0798,100
58334,5833,4,4446347,5551675,4452308,5551614,4452359,5557175,4446403,5557235,4449355,5554424,33136721.516,33136721.5156,100
58341,5834,1,4452359,5557175,4458313,5557129,4458357,5562689,4452407,5562735,4455359,5559931,33101515.562,33101515.562,100
58342,5834,2,4458313,5557129,4464269,5557083,4464305,5562642,4458357,5562689,4461308,5559884,33101300.943,33101300.9427,100
58343,5834,3,4452308,5551614,4458270,5551569,4458313,5557129,4452359,5557175,4455310,5554370,33136049.372,33136049.3719,100
58344,5834,4,4458270,5551569,4464230,5551521,4464269,5557083,4458313,5557129,4461271,5554323,33135834.753,33135834.7526,100
58351,5835,1,4464269,5557083,4470224,5557049,4470255,5562610,4464305,5562642,4467263,5559845,33100756.93,33100756.9299,100
58352,5835,2,4470224,5557049,4476179,5557016,4476203,5562576,4470255,5562610,4473212,5559812,33100610.083,33100610.0833,100
58353,5835,3,4464230,5551521,4470193,5551489,4470224,5557049,4464269,5557083,4467226,5554284,33135276.744,33135276.7444,100
58354,5835,4,4470193,5551489,4476153,5551454,4476179,5557016,4470224,5557049,4473187,5554251,33135129.898,33135129.8978,100
