KARTE_QUAD,KARTE,QUADRANT,XLU,YLU,XRU,YRU,XRO,YRO,XLO,YLO,XQMITTE,YQMITTE,FLAECHE,FLAECHE_BY,PROZENT
61371,6137,1,4488015,5523611,4494008,5523604,4494015,5529165,4488027,5529171,4491017,5526387,33305090.528,33305090.5278,100
61372,6137,2,4494008,5523604,4500001,5523597,4500000,5529157,4494015,5529165,4497003,5526380,33305064.335,33305064.3348,100
61373,6137,3,4488002,5518049,4494002,5518043,4494008,5523604,4488015,5523611,4491004,5520826,33339455.499,33339455.4993,100
61374,6137,4,4494002,5518043,4500000,5518036,4500001,5523597,4494008,5523604,4497003,5520819,33339429.306,33339429.3063,100
61381,6138,1,4500001,5523597,4505993,5523604,4505987,5529165,4500000,5529157,4502996,5526380,33305064.335,33305064.3348,100
61382,6138,2,4505993,5523604,4511985,5523611,4511972,5529171,4505987,5529165,4508982,5526387,33305090.528,33305090.5278,100
61383,6138,3,4500000,5518036,4505999,5518043,4505993,5523604,4500001,5523597,4502996,5520819,33339429.306,33339429.3063,100
61384,6138,4,4505999,5518043,4511997,5518049,4511985,5523611,4505993,5523604,4508994,5520826,33339455.499,33339455.4993,100
61391,6139,1,4511985,5523611,4517978,5523631,4517959,5529192,4511972,5529171,4514974,5526400,33305266.417,33305266.4166,100
61392,6139,2,4517978,5523631,4523971,5523651,4523945,5529211,4517959,5529192,4520961,5526420,33305360.011,33305360.0115,100
61393,6139,3,4511997,5518049,4517997,5518070,4517978,5523631,4511985,5523611,4514987,5520839,33339645.321,33339645.3207,100
61394,6139,4,4517997,5518070,4523994,5518089,4523971,5523651,4517978,5523631,4520985,5520859,33339738.916,33339738.9156,100
61401,6140,1,4523971,5523651,4529963,5523684,4529932,5529245,4523945,5529211,4526953,5526447,33305704.994,33305704.9943,100
61402,6140,2,4529963,5523684,4535955,5523717,4535917,5529277,4529932,5529245,4532939,5526480,33305851.092,33253792.4142,99.8403
61403,6140,3,4523994,5518089,4529993,5518123,4529963,5523684,4523971,5523651,4526977,5520886,33340097.924,33340097.9236,100
61404,6140,4,4529993,5518123,4535991,5518156,4535955,5523717,4529963,5523684,4532976,5520919,33340244.021,24720738.922,74.1455
61411,6141,1,4535955,5523717,4541948,5523764,4541905,5529325,4535917,5529277,4538931,5526520,33306400.021,8840046.3484,26.5414
61413,6141,3,4535991,5518156,4541991,5518203,4541948,5523764,4535955,5523717,4538968,5520959,33340765.24,13801.6413,0.0414
62202,6220,2,4289846,5516564,4295850,5516331,4296059,5521889,4290063,5522123,4292952,5519226,33408869.585,18156782.6703,54.3478
62204,6220,4,4289630,5511005,4295639,5510770,4295850,5516331,4289846,5516564,4292742,5513666,33443269.02,12010742.7003,35.9144
62211,6221,1,4295850,5516331,4301853,5516111,4302057,5521670,4296059,5521889,4298955,5518999,33405859.334,33405859.3337,100
62212,6221,2,4301853,5516111,4307857,5515891,4308054,5521449,4302057,5521670,4304953,5518779,33404888.806,30807223.3113,92.2254
62213,6221,3,4295639,5510770,4301649,5510551,4301853,5516111,4295850,5516331,4298745,5513439,33440244.345,33440244.3451,100
62214,6221,4,4301649,5510551,4307658,5510330,4307857,5515891,4301853,5516111,4304755,5513219,33439273.817,31061106.0915,92.885
62221,6222,1,4307857,5515891,4313861,5515684,4314053,5521243,4308054,5521449,4310957,5518565,33402056.18,16801627.4279,50.3018
62222,6222,2,4313861,5515684,4319865,5515477,4320049,5521036,4314053,5521243,4316954,5518359,33401138.209,11546147.3283,34.568600000000004
62223,6222,3,4307658,5510330,4313669,5510124,4313861,5515684,4307857,5515891,4310759,5513006,33436440.203,14586111.9531,43.6243
62224,6222,4,4313669,5510124,4319679,5509916,4319865,5515477,4313861,5515684,4316769,5512799,33435522.232,303533.1069,0.9078
62231,6223,1,4319865,5515477,4325869,5515283,4326048,5520843,4320049,5521036,4322958,5518159,33398476.301,18887988.7777,56.5547
62232,6223,2,4325869,5515283,4331873,5515090,4332045,5520649,4326048,5520843,4328956,5517965,33397625.848,15472971.0752,46.3306
62233,6223,3,4319679,5509916,4325690,5509723,4325869,5515283,4319865,5515477,4322773,5512599,33432859.861,430836.5392,1.2887
62234,6223,4,4325690,5509723,4331699,5509529,4331873,5515090,4325869,5515283,4328783,5512405,33432009.408,12146914.5888,36.3332
62241,6224,1,4331873,5515090,4337877,5514910,4338043,5520470,4332045,5520649,4334960,5517779,33395154.262,33395154.262,100
62242,6224,2,4337877,5514910,4343881,5514730,4344040,5520289,4338043,5520470,4340957,5517599,33394356.782,33394356.7824,100
62243,6224,3,4331699,5509529,4337710,5509350,4337877,5514910,4331873,5515090,4334787,5512219,33429523.058,26609220.3212,79.5988
62244,6224,4,4337710,5509350,4343719,5509169,4343881,5514730,4337877,5514910,4340797,5512039,33428725.578,21957180.7472,65.6814
62251,6225,1,4343881,5514730,4349885,5514563,4350039,5520123,4344040,5520289,4346961,5517425,33392076.11,33392076.1101,100
62252,6225,2,4349885,5514563,4355889,5514397,4356036,5519956,4350039,5520123,4352959,5517259,33391331.504,33391331.5043,100
62253,6225,3,4343719,5509169,4349731,5509003,4349885,5514563,4343881,5514730,4346801,5511865,33426430.204,33424160.8892,99.99
62254,6225,4,4349731,5509003,4355740,5508836,4355889,5514397,4349885,5514563,4352811,5511699,33425685.598,33425685.5978,100
62261,6226,1,4355889,5514397,4361893,5514243,4362035,5519803,4356036,5519956,4358964,5517099,33389171.044,33389171.0441,100
62262,6226,2,4361893,5514243,4367898,5514090,4368033,5519649,4362035,5519803,4364962,5516945,33388493.886,33388493.8863,100
62263,6226,3,4355740,5508836,4361751,5508683,4361893,5514243,4355889,5514397,4358816,5511539,33423524.767,33423524.7671,100
62264,6226,4,4361751,5508683,4367761,5508529,4367898,5514090,4361893,5514243,4364826,5511385,33422847.609,33422847.6093,100
62271,6227,1,4367898,5514090,4373902,5513950,4374032,5519510,4368033,5519649,4370967,5516799,33386559.435,33386559.4353,100
62272,6227,2,4373902,5513950,4379907,5513810,4380029,5519369,4374032,5519510,4376965,5516659,33385934.668,33385934.6677,100
62273,6227,3,4367761,5508529,4373773,5508390,4373902,5513950,4367898,5514090,4370831,5511239,33420912.479,33420912.4791,100
62274,6227,4,4373773,5508390,4379782,5508249,4379907,5513810,4373902,5513950,4376841,5511099,33420287.712,33420287.7115,100
62281,6228,1,4379907,5513810,4385911,5513683,4386029,5519243,4380029,5519369,4382969,5516525,33384133.996,33384133.9956,100
62282,6228,2,4385911,5513683,4391915,5513557,4392026,5519116,4386029,5519243,4388968,5516399,33383561.617,33383561.6168,100
62283,6228,3,4379782,5508249,4385793,5508123,4385911,5513683,4379907,5513810,4382846,5510965,33418486.422,33418486.422,100
62284,6228,4,4385793,5508123,4391803,5507995,4391915,5513557,4385911,5513683,4388856,5510838,33417914.043,33417914.0432,100
62291,6229,1,4391915,5513557,4397920,5513443,4398025,5519003,4392026,5519116,4394972,5516279,33381986.048,33381986.0483,100
62292,6229,2,4397920,5513443,4403925,5513330,4404022,5518889,4398025,5519003,4400970,5516165,33381496.363,33381496.3634,100
62293,6229,3,4391803,5507995,4397815,5507883,4397920,5513443,4391915,5513557,4394861,5510718,33416324.574,33416324.5741,100
62294,6229,4,4397815,5507883,4403825,5507769,4403925,5513330,4397920,5513443,4400872,5510605,33415834.889,33415834.8892,100
62301,6230,1,4403925,5513330,4409929,5513230,4410021,5518790,4404022,5518889,4406975,5516058,33380091.177,33380091.1773,100
62302,6230,2,4409929,5513230,4415933,5513129,4416019,5518689,4410021,5518790,4412973,5515958,33379639.038,33379639.0384,100
62303,6230,3,4403825,5507769,4409837,5507669,4409929,5513230,4403925,5513330,4406876,5510498,33414415.061,33414415.0614,100
62304,6230,4,4409837,5507669,4415846,5507568,4415933,5513129,4409929,5513230,4412887,5510398,33413962.923,33413962.9225,100
62311,6231,1,4415933,5513129,4421938,5513043,4422019,5518603,4416019,5518689,4418978,5515865,33378387.758,33378387.7583,100
62312,6231,2,4421938,5513043,4427943,5512957,4428016,5518516,4422019,5518603,4424976,5515779,33378017.746,33378017.7456,100
62313,6231,3,4415846,5507568,4421858,5507483,4421938,5513043,4415933,5513129,4418891,5510305,33412725.543,33412725.5434,100
62314,6231,4,4421858,5507483,4427868,5507395,4427943,5512957,4421938,5513043,4424902,5510218,33412355.531,33412355.5306,100
62321,6232,1,4427943,5512957,4433948,5512883,4434015,5518443,4428016,5518516,4430981,5515699,33376957.008,33376957.0083,100
62322,6232,2,4433948,5512883,4439953,5512809,4440013,5518369,4434015,5518443,4436979,5515625,33376624.29,33376624.2898,100
62323,6232,3,4427868,5507395,4433880,5507323,4433948,5512883,4427943,5512957,4430907,5510138,33411294.238,33411294.2378,100
62324,6232,4,4433880,5507323,4439890,5507248,4439953,5512809,4433948,5512883,4436918,5510065,33410961.519,33410961.5193,100
62331,6233,1,4439953,5512809,4445957,5512749,4446013,5518310,4440013,5518369,4442984,5515558,33375745.345,33375745.3447,100
62332,6233,2,4445957,5512749,4451962,5512689,4452010,5518249,4446013,5518310,4448983,5515498,33375480.124,33375480.1242,100
62333,6233,3,4439890,5507248,4445902,5507189,4445957,5512749,4439953,5512809,4442923,5509998,33410068.519,33410068.5187,100
62334,6233,4,4445902,5507189,4451912,5507128,4451962,5512689,4445957,5512749,4448934,5509938,33409803.298,33409803.2981,100
62341,6234,1,4451962,5512689,4457967,5512643,4458010,5518203,4452010,5518249,4454988,5515445,33374756.561,33374756.561,100
62342,6234,2,4457967,5512643,4463972,5512597,4464008,5518156,4458010,5518203,4460987,5515399,33374543.48,33374543.4799,100
62343,6234,3,4451912,5507128,4457924,5507083,4457967,5512643,4451962,5512689,4454939,5509885,33409093.389,33409093.3894,100
62344,6234,4,4457924,5507083,4463934,5507035,4463972,5512597,4457967,5512643,4460950,5509838,33408880.308,33408880.3082,100
62351,6235,1,4463972,5512597,4469977,5512563,4470007,5518123,4464008,5518156,4466991,5515359,33374030.242,33374030.2415,100
62352,6235,2,4469977,5512563,4475981,5512529,4476005,5518089,4470007,5518123,4472990,5515325,33373884.56,33373884.5602,100
62353,6235,3,4463934,5507035,4469945,5507003,4469977,5512563,4463972,5512597,4466954,5509798,33408353.076,33408353.0759,100
62354,6235,4,4469945,5507003,4475955,5506968,4475981,5512529,4469977,5512563,4472965,5509765,33408207.395,33408207.3946,100
62361,6236,1,4475981,5512529,4481986,5512509,4482005,5518070,4476005,5518089,4478994,5515298,33373519.855,33373519.8546,100
62362,6236,2,4481986,5512509,4487991,5512489,4488002,5518049,4482005,5518070,4484993,5515278,33373441.506,33373441.5062,100
62363,6236,3,4475955,5506968,4481967,5506949,4481986,5512509,4475981,5512529,4478969,5509738,33407828.726,33407828.7258,100
62364,6236,4,4481967,5506949,4487977,5506928,4487991,5512489,4481986,5512509,4484980,5509718,33407750.377,33407750.3774,100
62371,6237,1,4487991,5512489,4493996,5512483,4494002,5518043,4488002,5518049,4490998,5515265,33373258.848,33373258.8481,100
62372,6237,2,4493996,5512483,4500001,5512477,4500000,5518036,4494002,5518043,4496997,5515259,33373217.692,33373217.6917,100
62373,6237,3,4487977,5506928,4493989,5506923,4493996,5512483,4487991,5512489,4490985,5509705,33407595.43,33407595.4296,100
62374,6237,4,4493989,5506923,4500000,5506915,4500001,5512477,4493996,5512483,4496997,5509698,33407554.273,33407554.2732,100
62381,6238,1,4500001,5512477,4506006,5512483,4505999,5518043,4500000,5518036,4503002,5515259,33373217.692,33373217.6917,100
62382,6238,2,4506006,5512483,4512011,5512489,4511997,5518049,4505999,5518043,4509000,5515265,33373258.848,33373258.8481,100
62383,6238,3,4500000,5506915,4506012,5506923,4506006,5512483,4500001,5512477,4503002,5509698,33407554.273,33407554.2732,100
62384,6238,4,4506012,5506923,4512022,5506928,4512011,5512489,4506006,5512483,4509013,5509705,33407595.43,33407595.4296,100
62391,6239,1,4512011,5512489,4518015,5512509,4517997,5518070,4511997,5518049,4515005,5515278,33373441.506,33373441.5062,100
62392,6239,2,4518015,5512509,4524020,5512529,4523994,5518089,4517997,5518070,4521004,5515298,33373519.855,33373519.8546,100
62393,6239,3,4512022,5506928,4518034,5506949,4518015,5512509,4512011,5512489,4515018,5509718,33407750.377,33407750.3774,100
62394,6239,4,4518034,5506949,4524044,5506968,4524020,5512529,4518015,5512509,4521029,5509738,33407828.726,33407828.7258,100
62401,6240,1,4524020,5512529,4530025,5512563,4529993,5518123,4523994,5518089,4527008,5515325,33373884.56,31853186.7572,95.4472
62402,6240,2,4530025,5512563,4536029,5512597,4535991,5518156,4529993,5518123,4533007,5515359,33374030.242,9916890.2051,29.7141
62403,6240,3,4524044,5506968,4530055,5507003,4530025,5512563,4524020,5512529,4527033,5509765,33408207.395,32426909.8666,97.0591
62404,6240,4,4530055,5507003,4536065,5507035,4536029,5512597,4530025,5512563,4533044,5509798,33408353.076,5411901.5476,16.1993
63202,6320,2,4289414,5505445,4295430,5505211,4295639,5510770,4289630,5511005,4292526,5508107,33477153.439,28603786.3748,85.4409
63203,6320,3,4283175,5500119,4289198,5499886,4289414,5505445,4283398,5505679,4286294,5502781,33512547.686,3066300.2927,9.1497
63204,6320,4,4289198,5499886,4295219,5499651,4295430,5505211,4289414,5505445,4292316,5502547,33511496.302,31618203.6431,94.3485
63211,6321,1,4295430,5505211,4301446,5504991,4301649,5510551,4295639,5510770,4298542,5507880,33474112.391,33474112.3908,100
63212,6321,2,4301446,5504991,4307462,5504771,4307658,5510330,4301649,5510551,4304552,5507660,33473128.489,32953286.9045,98.4446
63213,6321,3,4295219,5499651,4301243,5499432,4301446,5504991,4295430,5505211,4298332,5502320,33508454.73,33508454.7297,100
63214,6321,4,4301243,5499432,4307264,5499211,4307462,5504771,4301446,5504991,4304354,5502100,33507470.828,11575770.9941,34.5471
63221,6322,1,4307462,5504771,4313479,5504565,4313669,5510124,4307658,5510330,4310568,5507446,33470292.154,30749114.2556,91.8695
63222,6322,2,4313479,5504565,4319495,5504357,4319679,5509916,4313669,5510124,4316578,5507239,33469375.734,514354.3694,1.5368
63223,6322,3,4307264,5499211,4313287,5499005,4313479,5504565,4307462,5504771,4310370,5501887,33504634,1428710.8668,4.2642
63232,6323,2,4325511,5504164,4331527,5503971,4331699,5509529,4325690,5509723,4328604,5506846,33465811.142,2191908.1826,6.5497
63241,6324,1,4331527,5503971,4337544,5503790,4337710,5509350,4331699,5509529,4334620,5506659,33463307.889,2059033.6587,6.1531
63242,6324,2,4337544,5503790,4343560,5503610,4343719,5509169,4337710,5509350,4340630,5506479,33462512.211,1187376.3534,3.5484
63251,6325,1,4343560,5503610,4349577,5503443,4349731,5509003,4343719,5509169,4346647,5506305,33460213.738,33053107.3619,98.7849
63252,6325,2,4349577,5503443,4355593,5503277,4355740,5508836,4349731,5509003,4352657,5506139,33459470.382,33459470.3824,100
63253,6325,3,4343399,5498049,4349423,5497883,4349577,5503443,4343560,5503610,4346487,5500745,33494525.596,22451895.9623,67.0331
63254,6325,4,4349423,5497883,4355444,5497716,4355593,5503277,4349577,5503443,4352509,5500579,33493782.241,33493782.2407,100
63261,6326,1,4355593,5503277,4361610,5503123,4361751,5508683,4355740,5508836,4358674,5505979,33457305.613,33457305.6129,100
63262,6326,2,4361610,5503123,4367627,5502970,4367761,5508529,4361751,5508683,4364684,5505825,33456614.579,33456614.5795,100
63263,6326,3,4355444,5497716,4361468,5497563,4361610,5503123,4355593,5503277,4358526,5500419,33491616.731,33491616.7315,100
63264,6326,4,4361468,5497563,4367490,5497409,4367627,5502970,4361610,5503123,4364549,5500265,33490925.698,33490925.698,100
63271,6327,1,4367627,5502970,4373643,5502830,4373773,5508390,4367761,5508529,4370701,5505678,33454676.162,33454676.1624,100
63272,6327,2,4373643,5502830,4379659,5502689,4379782,5508249,4373773,5508390,4376712,5505538,33454067.822,33454067.8218,100
63273,6327,3,4367490,5497409,4373513,5497269,4373643,5502830,4367627,5502970,4370566,5500118,33488973.381,33488973.3809,100
63274,6327,4,4373513,5497269,4379535,5497128,4379659,5502689,4373643,5502830,4376588,5499978,33488365.04,33488365.0403,100
63281,6328,1,4379659,5502689,4385676,5502563,4385793,5508123,4379782,5508249,4382728,5505405,33452277.07,33452277.0703,100
63282,6328,2,4385676,5502563,4391693,5502436,4391803,5507995,4385793,5508123,4388739,5505278,33451705.959,33451705.9586,100
63283,6328,3,4379535,5497128,4385559,5497003,4385676,5502563,4379659,5502689,4382605,5499844,33486573.364,33486573.3641,100
63284,6328,4,4385559,5497003,4391581,5496875,4391693,5502436,4385676,5502563,4388628,5499718,33486002.252,33486002.2524,100
63291,6329,1,4391693,5502436,4397710,5502323,4397815,5507883,4391803,5507995,4394756,5505158,33450098.332,33450098.332,100
63292,6329,2,4397710,5502323,4403727,5502209,4403825,5507769,4397815,5507883,4400767,5505044,33449594.754,33449594.754,100
63293,6329,3,4391581,5496875,4397605,5496763,4397710,5502323,4391693,5502436,4394645,5499598,33484380.448,33484380.4479,100
63294,6329,4,4397605,5496763,4403628,5496648,4403727,5502209,4397710,5502323,4400668,5499484,33483876.87,33483876.8699,100
63301,6330,1,4403727,5502209,4409744,5502109,4409837,5507669,4403825,5507769,4406784,5504938,33448169.541,33448169.5411,100
63302,6330,2,4409744,5502109,4415761,5502009,4415846,5507568,4409837,5507669,4412794,5504838,33447717.902,33447717.9024,100
63303,6330,3,4403628,5496648,4409652,5496549,4409744,5502109,4403727,5502209,4406685,5499378,33482465.064,33482465.0645,100
63304,6330,4,4409652,5496549,4415674,5496448,4415761,5502009,4409744,5502109,4412708,5499278,33482013.426,33482013.4257,100
63311,6331,1,4415761,5502009,4421778,5501922,4421858,5507483,4415846,5507568,4418811,5504744,33446475.381,33446475.381,100
63312,6331,2,4421778,5501922,4427795,5501835,4427868,5507395,4421858,5507483,4424822,5504658,33446091.208,33446091.208,100
63313,6331,3,4415674,5496448,4421698,5496362,4421778,5501922,4415761,5502009,4418725,5499184,33480756.788,33480756.7879,100
63314,6331,4,4421698,5496362,4427720,5496274,4427795,5501835,4421778,5501922,4424748,5499097,33480372.615,33480372.6149,100
63321,6332,1,4427795,5501835,4433812,5501762,4433880,5507323,4427868,5507395,4430839,5504578,33445024.269,33445024.2685,100
63322,6332,2,4433812,5501762,4439829,5501689,4439890,5507248,4433880,5507323,4436850,5504504,33444692.283,33444692.2834,100
63323,6332,3,4427720,5496274,4433744,5496202,4433812,5501762,4427795,5501835,4430765,5499017,33479305.306,33479305.3055,100
63324,6332,4,4433744,5496202,4439766,5496128,4439829,5501689,4433812,5501762,4436788,5498944,33478973.321,33478973.3205,100
63331,6333,1,4439829,5501689,4445846,5501629,4445902,5507189,4439890,5507248,4442867,5504437,33443787.158,33443787.1579,100
63332,6333,2,4445846,5501629,4451863,5501569,4451912,5507128,4445902,5507189,4448878,5504377,33443522.537,33443522.5374,100
63333,6333,3,4439766,5496128,4445791,5496069,4445846,5501629,4439829,5501689,4442805,5498877,33478054.14,33478054.1399,100
63334,6333,4,4445791,5496069,4451813,5496007,4451863,5501569,4445846,5501629,4448829,5498817,33477789.519,33477789.5194,100
63341,6334,1,4451863,5501569,4457881,5501522,4457924,5507083,4451912,5507128,4454895,5504324,33442835.389,33442835.3886,100
63342,6334,2,4457881,5501522,4463898,5501475,4463934,5507035,4457924,5507083,4460906,5504278,33442637.802,33442637.8017,100
63343,6334,3,4451813,5496007,4457837,5495961,4457881,5501522,4451863,5501569,4454846,5498764,33477116.148,33477116.1484,100
63344,6334,4,4457837,5495961,4463860,5495914,4463898,5501475,4457881,5501522,4460869,5498717,33476918.561,33476918.5615,100
63351,6335,1,4463898,5501475,4469915,5501442,4469945,5507003,4463934,5507035,4466923,5504238,33442097.614,33442097.6143,100
63352,6335,2,4469915,5501442,4475931,5501409,4475955,5506968,4469945,5507003,4472934,5504204,33441937.239,33441937.239,100
63353,6335,3,4463860,5495914,4469884,5495881,4469915,5501442,4463898,5501475,4466886,5498677,33476364.196,33476364.1956,100
63354,6335,4,4469884,5495881,4475906,5495847,4475931,5501409,4469915,5501442,4472909,5498644,33476203.82,33476203.8203,100
63361,6336,1,4475931,5501409,4481949,5501389,4481967,5506949,4475955,5506968,4478951,5504177,33441544.163,33441544.1634,100
63362,6336,2,4481949,5501389,4487966,5501369,4487977,5506928,4481967,5506949,4484962,5504157,33441450.888,33441450.8876,100
63363,6336,3,4475906,5495847,4481931,5495828,4481949,5501389,4475931,5501409,4478926,5498617,33475824.584,33475824.5842,100
63364,6336,4,4481931,5495828,4487953,5495807,4487966,5501369,4481949,5501389,4484950,5498597,33475731.308,33475731.3084,100
63371,6337,1,4487966,5501369,4493983,5501362,4493989,5506923,4487977,5506928,4490979,5504144,33441303.253,33441303.2526,100
63372,6337,2,4493983,5501362,4500001,5501355,4500000,5506915,4493989,5506923,4496991,5504138,33441277.207,33441277.207,100
63373,6337,3,4487953,5495807,4493977,5495801,4493983,5501362,4487966,5501369,4490967,5498584,33475569.741,33475569.7414,100
63374,6337,4,4493977,5495801,4500000,5495794,4500001,5501355,4493983,5501362,4496991,5498577,33475543.696,33475543.6958,100
63381,6338,1,4500001,5501355,4506018,5501362,4506012,5506923,4500000,5506915,4503008,5504138,33441277.207,33441277.207,100
63382,6338,2,4506018,5501362,4512035,5501369,4512022,5506928,4506012,5506923,4509019,5504144,33441303.253,33441303.2526,100
63383,6338,3,4500000,5495794,4506024,5495801,4506018,5501362,4500001,5501355,4503008,5498577,33475543.696,33475543.6958,100
63384,6338,4,4506024,5495801,4512046,5495807,4512035,5501369,4506018,5501362,4509031,5498584,33475569.741,33475569.7414,100
63391,6339,1,4512035,5501369,4518052,5501389,4518034,5506949,4512022,5506928,4515036,5504157,33441450.888,33441450.8876,100
63392,6339,2,4518052,5501389,4524069,5501409,4524044,5506968,4518034,5506949,4521047,5504177,33441544.163,33441544.1634,100
63393,6339,3,4512046,5495807,4518071,5495828,4518052,5501389,4512035,5501369,4515048,5498597,33475731.308,33475731.3084,100
63394,6339,4,4518071,5495828,4524093,5495847,4524069,5501409,4518052,5501389,4521072,5498617,33475824.584,33475824.5842,100
63401,6340,1,4524069,5501409,4530086,5501442,4530055,5507003,4524044,5506968,4527064,5504204,33441937.239,33441937.239,100
63402,6340,2,4530086,5501442,4536103,5501475,4536065,5507035,4530055,5507003,4533075,5504238,33442097.614,31710110.8055,94.8227
63403,6340,3,4524093,5495847,4530117,5495881,4530086,5501442,4524069,5501409,4527089,5498644,33476203.82,33476203.8203,100
63404,6340,4,4530117,5495881,4536139,5495914,4536103,5501475,4530086,5501442,4533112,5498677,33476364.196,33476364.1956,100
63411,6341,1,4536103,5501475,4542120,5501522,4542077,5507083,4536065,5507035,4539092,5504278,33442637.802,7913911.7406,23.6642
63413,6341,3,4536139,5495914,4542163,5495961,4542120,5501522,4536103,5501475,4539129,5498717,33476918.561,16741537.2559,50.01
64202,6420,2,4288983,5494327,4295011,5494093,4295219,5499651,4289198,5499886,4292100,5496988,33545313.634,12698413.763,37.8544
64211,6421,1,4295011,5494093,4301039,5493873,4301243,5499432,4295219,5499651,4298128,5496761,33542270.309,14073008.8179,41.9569
64212,6421,2,4301039,5493873,4307068,5493653,4307264,5499211,4301243,5499432,4304151,5496541,33541273.555,461329.5694,1.3754
64242,6424,2,4337211,5492671,4343240,5492491,4343399,5498049,4337377,5498231,4340304,5495359,33530574.323,1252097.9392,3.7342
64251,6425,1,4343240,5492491,4349269,5492324,4349423,5497883,4343399,5498049,4346333,5495185,33528257.415,19540803.9853,58.2819
64252,6425,2,4349269,5492324,4355297,5492157,4355444,5497716,4349423,5497883,4352355,5495019,33527515.728,32576492.8769,97.1628
64253,6425,3,4343079,5486930,4349115,5486764,4349269,5492324,4343240,5492491,4346173,5489626,33562513.139,381559.7847,1.1369
64254,6425,4,4349115,5486764,4355149,5486596,4355297,5492157,4349269,5492324,4352208,5489459,33561771.453,30905155.9332,92.081
64261,6426,1,4355297,5492157,4361327,5492003,4361468,5497563,4355444,5497716,4358384,5494859,33525355.034,33525355.0342,100
64262,6426,2,4361327,5492003,4367355,5491850,4367490,5497409,4361468,5497563,4364407,5494705,33524680.976,33524680.9763,100
64263,6426,3,4355149,5486596,4361185,5486443,4361327,5492003,4355297,5492157,4358237,5489299,33559596.49,21677166.8241,64.5911
64264,6426,4,4361185,5486443,4367219,5486289,4367355,5491850,4361327,5492003,4364272,5489145,33558922.432,28860346.76,85.9993
64271,6427,1,4367355,5491850,4373384,5491709,4373513,5497269,4367490,5497409,4370436,5494558,33522717.071,33522717.0713,100
64272,6427,2,4373384,5491709,4379413,5491569,4379535,5497128,4373513,5497269,4376459,5494418,33522064.61,33522064.61,100
64273,6427,3,4367219,5486289,4373255,5486149,4373384,5491709,4367355,5491850,4370301,5488998,33556971.073,33556971.0725,100
64274,6427,4,4373255,5486149,4379289,5486008,4379413,5491569,4373384,5491709,4376336,5488858,33556318.611,33556318.6112,100
64281,6428,1,4379413,5491569,4385442,5491443,4385559,5497003,4379535,5497128,4382488,5494284,33520254.242,33520254.2416,100
64282,6428,2,4385442,5491443,4391471,5491316,4391581,5496875,4385559,5497003,4388511,5494158,33519699.455,33519699.4551,100
64283,6428,3,4379289,5486008,4385325,5485883,4385442,5491443,4379413,5491569,4382365,5488724,33554494.651,33554494.6506,100
64284,6428,4,4385325,5485883,4391360,5485755,4391471,5491316,4385442,5491443,4388400,5488598,33553939.864,33553939.8641,100
64291,6429,1,4391471,5491316,4397501,5491203,4397605,5496763,4391581,5496875,4394540,5494038,33518073.401,33518073.401,100
64292,6429,2,4397501,5491203,4403531,5491089,4403628,5496648,4397605,5496763,4400564,5493924,33517555.616,33517555.6162,100
64293,6429,3,4391360,5485755,4397397,5485643,4397501,5491203,4391471,5491316,4394430,5488478,33552312.979,33552312.979,100
64294,6429,4,4397397,5485643,4403431,5485528,4403531,5491089,4397501,5491203,4400465,5488364,33551795.194,33551795.1942,100
64301,6430,1,4403531,5491089,4409559,5490989,4409652,5496549,4403628,5496648,4406593,5493817,33516153.436,33516153.4363,100
64302,6430,2,4409559,5490989,4415589,5490889,4415674,5496448,4409652,5496549,4412616,5493717,33515717.856,33515717.8562,100
64303,6430,3,4403431,5485528,4409467,5485429,4409559,5490989,4403531,5491089,4406494,5488257,33550393.014,33550393.0143,100
64304,6430,4,4409467,5485429,4415501,5485327,4415589,5490889,4409559,5490989,4412529,5488157,33549957.434,33549957.4342,100
64311,6431,1,4415589,5490889,4421618,5490802,4421698,5496362,4415674,5496448,4418645,5493624,33514449.551,33514449.5506,100
64312,6431,2,4421618,5490802,4427647,5490715,4427720,5496274,4421698,5496362,4424668,5493537,33514051.187,33514051.1871,100
64313,6431,3,4415501,5485327,4421537,5485241,4421618,5490802,4415589,5490889,4418558,5488063,33548674.582,33548674.5819,100
64314,6431,4,4421537,5485241,4427572,5485154,4427647,5490715,4421618,5490802,4424594,5487977,33548276.218,33548276.2184,100
64321,6432,1,4427647,5490715,4433676,5490642,4433744,5496202,4427720,5496274,4430697,5493457,33512978.336,33512978.336,100
64322,6432,2,4433676,5490642,4439705,5490569,4439766,5496128,4433744,5496202,4436720,5493384,33512647.085,33512647.0849,100
64323,6432,3,4427572,5485154,4433609,5485081,4433676,5490642,4427647,5490715,4430623,5487897,33547203.183,33547203.1826,100
64324,6432,4,4433609,5485081,4439643,5485007,4439705,5490569,4433676,5490642,4436659,5487823,33546871.931,33546871.9315,100
64331,6433,1,4439705,5490569,4445735,5490508,4445791,5496069,4439766,5496128,4442750,5493317,33511722.59,33511722.5896,100
64332,6433,2,4445735,5490508,4451765,5490448,4451813,5496007,4445791,5496069,4448773,5493257,33511458.42,33511458.4195,100
64333,6433,3,4439643,5485007,4445680,5484948,4445735,5490508,4439705,5490569,4442688,5487757,33545947.282,33545947.2824,100
